Title,LUGAR,FREGUESIA,CONCELHO,DISTRITO,PAINEL,DATA,Latitude,Longitude,DESCRIÇÃO DO ORATÓRIO,AUTOR RECOLHA,CAIXA DE ESMOLAS,PROTEÇÃO,ALTURA RET (cm),LARGURA RET (cm),PROFUNDIDADE RET (cm),DATA ÚLTIMA ATUALIZAÇÃO,REFERÊNCIAS CONHECIDAS,OBS
0103-OAZ-AV,"Senhora da Ribeira, Av Sra da Ribeira",Fajões,Oliveira de Azeméis,Aveiro,"Não. Sem vestígios de painel em 2020. «[...] painel de azulejos da marca ""Vistal - Coimbra"". O painel, em azul e branco, mostra composição envolvida por moldura vegetalista, formada por S. Miguel Arcanjo vestido de guerreiro, com asa e calçando aos pés o diabo. Ao fundo a legenda: ""S. MIGUEL"".», VIDE MARQUES, p. 46, 2001.",sd,40.904540,-8.426142,"«Alminhas assentes em placa de mármore, de formato trapezoidal, que exibem campo epigráfico onde se inscreveu ""DEVER CUMPRIDO / MANUEL"". Apresentam nicho em alumínio colocado sobre base de ferro forjado. De topo triangular rematado por cruz de mármore [...]», VIDE MARQUES, p. 46, 2001.",Inventário: Maria Clara Vide / Foto: Fernando Correia,?,Sim. Gradeamento de ferro com vidro.,,,,Foto: 03/10/2020,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0115-OAZ-AV,"Cesar, Rua Villa Cesari",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] Revestida por painel de azulejos encimado pela N.ª Sra. do Carmo ladeada por anjos alados. Ao fundo, as almas expiando as suas penas no fogo do purgatório.», VIDE MARQUES, p. 30, 2001.",sd,40.909542,-8.432362,"«Nicho incrustado na parede, apresenta moldura granítica encimada por cruz, também de granito, de formato invulgar. A edícula, de recorte superior redondo e assente em fino parapeito, encontra-se protegida do exterior por gradeamento de ferro. [...]», VIDE MARQUES, p. 30, 2001.",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não.,Sim. Gradeamento metálico.,,,,Foto: 28/10/2020,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0188-OAZ-AV,"São Martinho da Gandra, Igreja",São Martinho da Gândara,Oliveira de Azeméis,Aveiro,Não.,?,40.855860,-8.533295,"Alminhas em granito de formato retangular e nicho de topo levemente redondo encimado por dois pináculos e uma cruz em relevo., embutido no muro do cemitério.",Fernando Correia,Não,Sim. Porta metálica adornada.,,,,07/12/2020,,
0189-OAZ-AV,"São Martinho da Gândara, Quintã",São Martinho da Gândara,Oliveira de Azeméis,Aveiro,,sd,40.857638,-8.518250," «Alminhas oratório, de formato rectangular, revestidas exteriormente a azulejo, encimadas por cruz latina em cimento [...] o nicho de recorte superior redondo [...] Dentro, pequeno patamar sobre o qual colocaram imagens [...] Por baixo, três ranhuras [...]», VIDE MARQUES, p. 118, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento metálico,,,,Foto: 07/12/2020,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0190-OAZ-AV,"Cucujães, Picoto",Couto de Cucujães,Oliveira de Azeméis,Aveiro,Não,sd,40.877304,-8.504589,"«Alminhas em granito [...] De forma rectangular, o monumento apresenta no topo, frontão triangular assente no muro da propriedade, encimado por cruz e ladeado à sua direita por um coruchéu e à sua esquerda pelo que resta de outro. O corpo inferior, um pouco mais esguio, apresenta nicho de topo redondo [...] Na base, campo epigrafico com inscrições [...]», VIDE MARQUES, p. 37, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento metálico,,,,Foto: 07/12/2020,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0191-OAZ-AV,"Cucujães, Rebordões",Couto de Cucujães,Oliveira de Azeméis,Aveiro,Não,sd,40.863949,-8.508296,"Alminhas oratório «[...] estas alminhas, em forma de pequena capelinha, são conhecidas pelas ""Alminhas dos Bem-Casados"". Arquitectonicamente apresentam topo arredondado encimado por duas figuras de anjos que seguram cruz [...] No interior, um altar com várias imagens [...]», VIDE MARQUES, p. 38. 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,?,Sim. Porta metálica.,,,,Foto: 07/12/2020,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0207-OAZ-AV,"Cavadinha, Rua do Presigo",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos, com a representação do Divino Salvador [...]», VIDE MARQUES, p. 21, 2001",sd,40.883707,-8.419353,"«[...] alminhas com parapeito, de nicho escavado na parede, apresentam edicula de núcleo arredondado [...] O monumento é encimado por cruz de mármore.», VIDE MARQUES, p. 21, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento metálico com cruz.,,,,Foto: 07/12/2020,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0227-OAZ-AV,"Azagães, Rua Padre Joaquim Aguiar",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] o interior é totalmente revestido por painel de azulejos que apresenta composição formada por Cristo crucificado, ladeado por anjos [...]», VIDE MARQUES, p. 19, 2001",sd,40.898533,-8.413759,"«[...] nicho incrustado na parede, de formato rectangular e recorte superior redondo [...]», VIDE MARQUES, p. 19, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0228-OAZ-AV,"Arrifaninha, Praceta Nossa Sra da Saúde",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] No seu interioo, altar com imagens [...] Na parede do lado esquerdo, incrustadas vêem-se as antigas alminhas. De formato invulgar são formadas por uma grande cruz em madeira encimada por rectângulocom a imagem de Cristo e lateralmente, nos braços, os símbolos da iconografia religiosa, um cálice e uma mão. Sobre si, decoração relevada com os símbolos do martírio. Por baixo, retábulo em madeira com Cristo crucificado ladeado por Santo António e s. miguel, empunhando numa das mãos a espada e na outra a balança [...]», VIDE MARQUES, p. 16, 2001",sd,40.872382,-8.414796,"«[...] ""Alminhas da Senhora da Saúde"" [...] Alminhas-oratório em forma de pequena capelinha, de topo triangular encimado por cruz assente em relógio. Na frontaria apresentam porta de madeira sobre a qual ostenta cruz relevada, bem como dois painéis em azulejo [...]», VIDE MARQUES, p. 16, 2001",Inventário: Maria Clara Vide,Não,Sim. Porta em madeira,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0229-OAZ-AV,"Azagães, Rua Padre Joaquim Aguiar",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos [...] composição encimada por N. Sr.ª do Carmo ladeada por dois anjos acólitos [...]», VIDE MARQUES, p. 19, 2001",sd,40.898470,-8.411159,"«Alminhas em granito incrustadas num muro. Assentes em parapeito, são formadas por nicho emoldurado, de recorte superior redondo. Encimado por cruz latina relevada [...]», VIDE MARQUES, p. 19, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro e rede.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0230-OAZ-AV,"Borralhais, estrada a Teamonde",Carregosa,Oliveira de Azeméis,Aveiro,Não,sd,40.879667,-8.409102,"«Modernas alminhas-oratório em alumínio, de recorte superior arredondado encimado por crucifixo. Apresentam nicho de núcleo arredondado [...] Lateralmente, ostenta dois nichos de topo arredondado encimados por cruz [...]», VIDE MARQUES, p. 20, 2001",Inventário: Maria Clara Vide,?,Sim. Porta de vidro e alumínio.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0231-OAZ-AV,"Carregosa de Baixo, Rua Mártir São Sebastião",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos com a representação de N. Srª do Carmo ladeada por dois anjos [...]», VIDE MARQUES, p. 21, 2001",1998,40.886019,-8.414927,"«Recentes alminhas, em cimento, encimadas por fina cruz em ferro. O topo do nicho é triangular em harmonia com a configuração do monumento [...]», VIDE MARQUES, p. 21, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento em ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0232-OAZ-AV,"Perrinho, EN224-1",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos representando Cristo crucificado ladeado por dois anjos alados [...]», VIDE MARQUES, p. 23, 2001",sd,40.884063,-8.411798,"«Alminhas embutidas no muro [...] são conhecidas por ""Alminhas do Perrinho"". Nicho de recorte superior arredondado, assente em parapeito e encimado por cruz de mármore [...]», VIDE MARQUES, p. 23, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Porta de vidro e ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0233-OAZ-AV,"Perrinho, Rua do Perrinho",Carregosa,Oliveira de Azeméis,Aveiro,Não,sd,40.882824,-8.410647,"«(...] Singelo nicho em granito de núcleo arredondado, ainda se notam vestígios de metal do antigo gradeamento em ferro que protegia o painel, bem como dos restos do peto, também ele de ferro.», VIDE MARQUES, p. 24, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Não,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0234-OAZ-AV,"Teamonde, Rua Joaquim Tavares da Costa",Carregosa,Oliveira de Azeméis,Aveiro,"Sim. «[...] em azulejaria azul e branca [...] painel de dimensões maiores que o habitual. A composição representa N. Sr.ª do CArmo, ladeada por dois anjos [...]», VIDE MARQUES, p. 26, 2001",sd,40.872757,-8.404305,"«[...] Alminhas revestidas exteriormente a azulejo azul e branco, assentes em bloco de pedra, apresentam topo triangular encimado por cruz. Nicho profundo [...]», VIDE MARQUES, p. 26, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento metálico ornado.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0235-OAZ-AV,"Gandra, Rua Inocêncio Silva Coelho",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de mármore com Crucifixo formado por Cristo em metal colocado sobre cruz de mármore [...]», VIDE MARQUES, p. 28, 2001",sd,40.914865,-8.432645,"«Nicho de moldura granítica, escavado na parede. Apresenta edícula de arco redondo [...]», VIDE MARQUES, p. 28, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
